ds_path,has_train,has_test,has_lesion,has_lesion_seg,has_synthseg,has_longitudinal,has_multiple_modalities,desc
Dataset1005_OASIS1,True,True,False,False,True,True,reorienting to MNI space is messed up and synthseg doesn't work (applies to all preprocessing/raw data)
Dataset1006_OASIS3,True,True,False,False,True,True,Some reorientations are messed up (applies to all preprocessing/raw data)
